0;0;0;0;land;false;unknown;0
1;154;239;226;land;false;hills;5
2;250;252;85;land;false;forest;1
3;185;141;220;land;false;desert;1
4;246;168;180;land;false;desert;2
5;221;87;244;land;false;urban;1
6;109;237;172;land;false;mountain;2
7;75;237;212;land;false;desert;5
8;74;252;250;land;false;hills;7
9;250;112;220;land;false;forest;1
10;216;244;155;land;false;urban;1
11;225;166;133;land;false;urban;6
12;239;58;213;land;true;plains;12
13;233;175;163;land;false;forest;1
14;210;243;91;land;false;urban;10
15;165;247;153;land;false;mountain;6
16;164;223;161;land;true;urban;7
17;249;252;152;land;true;plains;12
18;113;218;196;land;false;mountain;10
19;92;250;169;land;false;urban;1
20;210;184;228;land;true;desert;2
21;240;181;245;land;false;hills;5
22;219;222;124;land;false;forest;10
23;231;237;153;land;false;plains;4
24;232;153;198;land;false;urban;2
25;254;163;202;land;false;hills;7
26;154;248;137;land;false;hills;5
27;86;218;212;land;false;plains;6
28;216;247;145;land;false;hills;10
29;227;122;223;land;false;desert;2
30;225;121;234;land;false;desert;5
31;244;95;226;land;false;hills;5
32;225;207;92;land;false;forest;7
33;167;234;204;land;false;plains;1
34;218;142;216;land;false;mountain;10
35;109;170;229;land;false;urban;2
36;180;208;205;land;false;mountain;10
37;199;233;241;land;false;plains;9
38;217;122;196;land;false;mountain;10
39;221;253;216;land;false;hills;10
40;121;207;184;land;false;plains;13
41;237;130;162;land;false;urban;7
42;150;240;249;land;false;hills;10
43;191;245;225;land;false;urban;11
44;144;116;242;land;false;mountain;13
45;151;251;122;land;false;urban;10
46;220;103;179;land;false;hills;5
47;212;59;233;land;true;mountain;2
48;251;167;164;land;false;urban;10
49;228;136;210;land;false;hills;8
50;231;88;195;land;false;mountain;10
51;187;194;142;land;false;forest;7
52;214;216;171;land;false;hills;6
53;165;232;214;land;false;urban;5
54;197;84;231;land;true;plains;1
55;97;199;231;land;false;urban;11
56;62;252;209;land;true;mountain;2
57;234;221;110;land;false;mountain;5
58;249;230;29;land;false;plains;6
59;155;194;240;land;false;urban;6
60;82;245;193;land;false;hills;2
61;224;246;222;land;false;forest;6
62;108;214;206;land;true;jungle;11
63;118;180;222;land;false;plains;9
64;195;197;162;land;false;hills;1
65;234;192;242;land;false;mountain;7
66;188;121;228;land;true;urban;2
67;177;144;214;land;false;forest;6
68;233;225;81;land;false;urban;3
69;129;168;205;land;false;hills;1
70;183;232;170;land;false;jungle;11
71;206;94;216;land;false;mountain;7
72;243;179;133;land;false;plains;1
73;107;199;200;land;false;forest;7
74;183;207;161;land;false;forest;1
75;187;242;78;land;false;marsh;1
76;185;229;172;land;false;hills;1
77;99;198;211;land;false;urban;8
78;219;117;165;land;false;urban;2
79;127;159;225;land;false;plains;4
80;227;221;146;land;false;desert;2
81;159;251;144;land;false;urban;6
82;172;222;214;land;false;urban;11
83;68;245;221;land;true;mountain;5
84;240;219;76;land;false;forest;6
85;235;233;80;land;false;mountain;7
86;135;232;183;land;false;plains;4
87;210;254;126;land;false;desert;5
88;204;174;156;land;false;hills;10
89;249;171;197;land;false;mountain;8
90;167;176;165;land;false;hills;2
91;250;139;138;land;true;plains;1
92;174;253;239;land;false;plains;4
93;216;202;205;land;false;plains;4
94;173;229;202;land;true;forest;6
95;253;250;109;land;false;mountain;6
96;239;241;192;land;false;hills;5
97;203;118;236;land;true;plains;12
98;124;167;244;land;false;urban;6
99;250;200;223;land;false;urban;1
100;254;202;185;land;false;urban;1
101;209;191;105;land;true;desert;2
102;227;183;145;land;true;hills;6
103;119;235;164;land;false;urban;9
104;104;196;247;land;true;desert;2
105;186;252;189;land;false;jungle;11
106;204;229;89;land;false;forest;10
107;109;176;239;land;false;urban;10
108;235;244;85;land;false;hills;6
109;218;222;87;land;false;mountain;13
110;238;215;67;land;false;marsh;9
111;203;178;233;land;false;forest;7
112;210;244;238;land;false;urban;6
113;202;252;199;land;false;forest;10
114;220;209;94;land;false;hills;2
115;152;221;131;land;false;hills;5
116;183;149;201;land;false;jungle;6
117;245;199;221;land;false;hills;2
118;199;226;246;land;false;plains;6
119;164;244;195;land;false;desert;2
120;254;94;204;land;true;mountain;5
121;188;173;246;land;false;urban;10
122;205;97;251;land;false;urban;10
123;203;125;173;land;false;forest;6
124;233;120;228;land;true;marsh;3
125;198;170;157;land;true;urban;5
126;186;160;173;land;false;plains;8
127;206;238;160;land;false;urban;5
128;222;162;212;land;false;desert;5
129;129;171;235;land;false;urban;2
130;157;156;242;land;false;urban;5
131;155;194;234;land;false;hills;6
132;216;127;221;land;true;plains;12
133;82;237;210;land;false;plains;4
134;142;172;247;land;false;desert;1
135;215;147;243;land;false;plains;8
136;252;174;142;land;false;hills;2
137;244;236;37;land;false;urban;1
138;189;252;87;land;false;hills;5
139;248;194;220;land;false;mountain;5
140;172;186;213;land;false;desert;5
141;232;213;81;land;false;jungle;1
142;157;116;236;land;false;jungle;6
143;252;206;130;land;false;forest;6
144;184;150;167;land;false;mountain;2
145;244;71;213;land;false;forest;6
146;243;213;46;land;false;mountain;5
147;106;252;228;land;false;desert;2
148;237;149;150;land;false;hills;7
149;113;188;225;land;false;forest;6
150;207;175;180;land;false;urban;6
151;254;231;198;land;false;mountain;10
152;145;237;185;land;false;mountain;2
153;99;251;168;land;false;desert;2
154;253;179;140;land;false;urban;7
155;164;145;214;land;false;mountain;1
156;216;209;193;land;false;urban;7
157;210;241;58;land;false;desert;5
158;111;247;165;land;false;plains;4
159;237;75;237;land;false;urban;5
160;237;203;81;land;false;hills;7
161;218;158;182;land;false;plains;9
162;224;239;159;land;false;mountain;10
163;250;224;193;land;false;hills;6
164;180;159;225;land;false;desert;5
165;200;154;192;land;false;mountain;7
166;242;66;211;land;false;hills;6
167;252;239;141;land;true;urban;2
168;117;207;230;land;false;forest;1
169;55;192;254;land;false;mountain;10
170;229;107;238;land;true;plains;3
171;142;220;156;land;false;hills;8
172;197;177;238;land;false;plains;6
173;172;248;105;land;false;urban;6
174;204;162;195;land;true;hills;2
175;186;239;197;land;false;desert;2
176;60;246;197;land;false;hills;5
177;161;131;244;land;false;forest;8
178;194;152;204;land;false;hills;10
179;244;178;178;land;true;mountain;6
180;53;240;231;land;false;hills;1
181;190;226;134;land;false;hills;5
182;90;192;233;land;false;urban;10
183;254;221;197;land;false;plains;1
184;176;195;169;land;false;mountain;10
185;177;200;138;land;false;mountain;4
186;155;142;243;land;false;forest;1
187;198;118;249;land;false;urban;5
188;226;87;253;land;true;desert;2
189;185;252;117;land;false;forest;6
190;251;116;242;land;true;hills;2
191;248;147;233;land;false;mountain;7
192;211;170;224;land;true;plains;3
193;199;67;247;land;false;hills;7
194;186;190;191;land;false;urban;5
195;191;118;215;land;false;forest;10
196;118;224;161;land;false;plains;3
197;217;95;213;land;false;forest;6
198;251;107;150;land;true;desert;2
199;163;164;196;land;false;plains;6
200;215;89;254;land;false;desert;2
201;226;160;219;land;false;urban;5
202;230;209;198;land;false;plains;1
203;202;177;184;land;false;plains;4
204;155;171;206;land;false;desert;2
205;234;204;155;land;true;plains;12
206;124;219;217;land;false;urban;6
207;250;201;101;land;false;hills;7
208;104;217;197;land;false;mountain;10
209;236;77;253;land;false;desert;2
210;187;230;211;land;false;forest;7
211;224;113;235;land;false;urban;7
212;186;212;122;land;false;urban;6
213;239;231;156;land;false;marsh;9
214;144;232;130;land;false;forest;10
215;107;210;237;land;false;forest;7
216;191;153;193;land;false;plains;3
217;195;140;167;land;false;forest;6
218;160;210;240;land;true;plains;1
219;195;180;160;land;false;plains;12
220;190;214;199;land;false;jungle;11
221;156;189;252;land;true;mountain;2
222;127;229;240;land;false;plains;3
223;231;203;251;land;false;plains;1
224;244;254;180;land;false;desert;2
225;175;236;172;land;false;desert;2
226;243;135;212;land;false;plains;6
227;222;147;233;land;false;plains;13
228;86;241;236;land;false;urban;7
229;146;225;173;land;false;mountain;2
230;234;106;192;land;false;plains;9
231;248;246;171;land;false;plains;5
232;200;212;120;land;true;mountain;2
233;162;222;173;land;false;hills;11
234;249;172;119;land;false;urban;6
235;251;171;135;land;false;forest;7
236;160;245;193;land;true;hills;5
237;88;220;244;land;false;mountain;10
238;115;221;173;land;false;mountain;7
239;251;199;60;land;false;mountain;5
240;146;189;241;land;false;urban;1
241;238;68;233;land;false;urban;6
242;231;121;165;land;false;plains;3
243;218;67;227;land;false;plains;6
244;233;116;203;land;false;plains;4
245;152;253;195;land;false;hills;10
246;149;250;221;land;true;plains;12
247;225;112;241;land;false;mountain;8
248;154;218;247;land;false;hills;5
249;239;194;170;land;false;mountain;7
250;137;245;155;land;true;plains;5
251;130;244;198;land;false;plains;6
252;233;81;237;land;false;urban;5
253;205;202;113;land;false;mountain;4
254;112;148;250;land;false;forest;8
255;195;243;63;land;false;marsh;2
256;241;251;188;land;true;forest;6
257;174;186;222;land;false;mountain;2
258;163;244;97;land;false;hills;6
259;230;234;183;land;false;mountain;2
260;126;247;222;land;false;desert;2
261;162;85;254;land;false;urban;10
262;198;115;231;land;false;hills;8
263;233;208;131;land;false;jungle;11
264;141;200;191;land;false;mountain;10
265;185;151;204;land;false;mountain;10
266;220;202;89;land;false;plains;4
267;148;214;224;land;false;jungle;11
268;196;177;155;land;false;mountain;13
269;233;114;185;land;true;plains;1
270;174;114;236;land;true;hills;5
271;224;112;185;land;true;plains;12
272;197;188;231;land;false;urban;6
273;224;150;225;land;false;desert;1
274;170;240;218;land;false;jungle;11
275;167;240;254;land;false;mountain;8
276;96;239;208;land;false;urban;4
277;191;211;217;land;false;desert;2
278;223;253;153;land;false;mountain;6
279;192;240;214;land;false;desert;2
280;237;242;69;land;false;mountain;11
281;177;84;253;land;false;urban;7
282;216;207;116;land;false;urban;1
283;141;197;216;land;false;jungle;9
284;163;206;248;land;false;urban;1
285;126;233;170;land;false;hills;5
286;220;237;53;land;false;mountain;10
287;100;221;198;land;false;mountain;6
288;207;237;64;land;false;forest;10
289;180;164;218;land;false;desert;2
290;185;232;227;land;false;marsh;5
291;180;146;244;land;true;forest;8
292;253;56;253;land;false;mountain;8
