557;arms_factory;2558.00;9.50;1070.00;5.32;0
557;arms_factory;2534.00;9.50;1077.00;1.70;0
557;arms_factory;2550.00;9.50;1056.00;5.82;0
557;arms_factory;2547.00;9.50;1066.00;1.10;0
557;arms_factory;2556.00;9.50;1052.00;3.76;0
557;arms_factory;2511.00;9.50;1074.00;0.14;0
557;industrial_complex;2514.00;9.50;1070.00;3.16;0
557;industrial_complex;2514.00;9.50;1085.00;4.37;0
557;industrial_complex;2508.00;9.50;1056.00;2.21;0
557;industrial_complex;2501.00;9.50;1064.00;4.88;0
557;industrial_complex;2509.00;9.50;1049.00;0.15;0
557;industrial_complex;2504.00;9.50;1051.00;2.81;0
557;air_base;2546.00;9.50;1056.00;0.65;0
557;supply_node;2540.00;9.50;1072.00;1.82;0
557;supply_node;2511.00;9.50;1059.00;4.40;0
557;supply_node;2559.00;9.50;1066.00;1.06;0
557;supply_node;2494.00;9.50;1074.00;2.54;0
557;supply_node;2523.00;9.50;1080.00;0.30;0
557;supply_node;2505.00;9.50;1083.00;3.23;0
557;supply_node;2508.00;9.50;1074.00;4.71;0
557;supply_node;2522.00;9.50;1070.00;2.47;0
557;supply_node;2531.00;9.50;1060.00;3.95;0
557;supply_node;2549.00;9.50;1062.00;0.60;0
557;supply_node;2501.00;9.50;1055.00;4.64;0
557;supply_node;2556.00;9.50;1054.00;6.12;0
557;bunker;2516.00;9.50;1060.00;3.84;0
557;bunker;2523.00;9.50;1070.00;0.22;0
557;bunker;2506.00;9.50;1080.00;2.88;0
557;bunker;2553.00;9.50;1068.00;0.72;0
557;bunker;2547.00;9.50;1056.00;2.28;0
557;bunker;2505.00;9.50;1074.00;4.94;0
557;bunker;2539.00;9.50;1069.00;1.33;0
557;bunker;2537.00;9.50;1061.00;5.45;0
557;bunker;2558.00;9.50;1052.00;5.55;0
557;bunker;2516.00;9.50;1078.00;3.39;0
557;bunker;2501.00;9.50;1075.00;1.23;0
557;bunker;2502.00;9.50;1050.00;1.33;0
557;stronghold_network;2523.00;9.50;1073.00;5.46;0
557;dockyard;2490.00;9.50;1075.00;-1.57;0
557;anti_air_building;2494.00;9.50;1076.00;4.51;0
557;anti_air_building;2505.00;9.50;1067.00;6.06;0
557;anti_air_building;2532.00;9.50;1072.00;3.90;0
557;synthetic_refinery;2497.00;9.50;1060.00;5.11;0
557;fuel_silo;2536.00;9.50;1068.00;2.95;0
557;radar_station;2527.00;9.50;1066.00;4.37;0
557;nuclear_reactor_spawn;2508.00;9.50;1083.00;0.89;0
557;special_project_facility_spawn;2506.00;9.50;1078.00;5.01;0
557;special_project_facility_spawn;2522.00;9.50;1084.00;1.39;0
557;special_project_facility_spawn;2494.00;9.50;1074.00;4.42;0
557;special_project_facility_spawn;2508.00;9.50;1080.00;5.62;0
557;special_project_facility_spawn;2525.00;9.50;1061.00;3.46;0
557;special_project_facility_spawn;2516.00;9.50;1054.00;5.02;0
557;special_project_facility_spawn;2552.00;9.50;1056.00;1.40;0
557;special_project_facility_spawn;2525.00;9.50;1074.00;4.07;0
557;special_project_facility_spawn;2497.00;9.50;1061.00;1.91;0
557;special_project_facility_spawn;2531.00;9.50;1074.00;2.01;0
557;special_project_facility_spawn;2552.00;9.50;1068.00;6.13;0
557;special_project_facility_spawn;2554.00;9.50;1070.00;3.97;0
557;rocket_site_spawn;2547.00;9.50;1075.00;5.18;0
557;naval_base_spawn;2498.00;9.50;1056.00;-2.03;17795
557;naval_base_spawn;2493.00;9.50;1066.00;-1.57;17795
557;floating_harbor;2483.00;9.50;1074.00;1.57;9081
557;floating_harbor;2490.74;9.50;1060.13;1.11;14413
2;arms_factory;4174.00;9.50;1933.00;0.41;0
2;arms_factory;4117.00;9.50;1972.00;3.07;0
2;arms_factory;4192.00;9.50;1917.00;6.09;0
2;arms_factory;4161.00;9.50;1964.00;2.47;0
2;arms_factory;4194.00;9.50;1925.00;5.13;0
2;arms_factory;4159.00;9.50;1972.00;1.52;0
2;industrial_complex;4140.00;10.82;1924.00;4.54;0
2;industrial_complex;4203.00;9.50;1904.00;5.74;0
2;industrial_complex;4170.00;9.50;1930.00;3.58;0
2;industrial_complex;4161.00;9.50;1948.00;5.14;0
2;industrial_complex;4209.00;10.40;1894.00;1.52;0
2;industrial_complex;4161.00;9.50;1961.00;4.19;0
2;air_base;4185.00;9.50;1933.00;2.03;0
2;supply_node;3976.00;9.50;1955.00;5.97;0
2;supply_node;4155.00;11.20;1893.00;2.63;0
2;supply_node;4162.00;9.50;1923.00;4.10;0
2;supply_node;4193.00;9.50;1898.00;1.86;0
2;supply_node;4132.00;14.78;1906.00;3.34;0
2;supply_node;4123.00;9.50;1983.00;6.28;0
2;supply_node;3999.00;9.50;1978.00;4.03;0
2;supply_node;4247.00;9.50;1958.00;5.51;0
2;supply_node;4258.00;9.50;1923.00;2.16;0
2;supply_node;4019.00;9.50;1967.00;4.75;0
2;supply_node;3948.00;9.50;1957.00;1.40;0
2;supply_node;4075.00;9.50;1949.00;4.34;0
2;supply_node;4109.00;10.73;1891.00;0.63;0
2;supply_node;4131.00;10.00;1937.00;3.58;0
2;supply_node;3990.00;9.50;1937.00;5.05;0
2;supply_node;4070.00;9.50;1972.00;2.81;0
2;supply_node;4199.00;9.50;1938.00;5.75;0
2;supply_node;4161.00;9.50;1963.00;0.94;0
2;supply_node;4200.00;9.50;1914.00;4.98;0
2;supply_node;4280.00;9.50;1936.00;0.18;0
2;supply_node;4195.00;9.50;1955.00;3.12;0
2;supply_node;4045.00;9.50;1981.00;0.87;0
2;supply_node;4050.00;9.50;1937.00;2.35;0
2;supply_node;4085.00;9.50;1990.00;5.28;0
2;supply_node;4099.00;9.50;1968.00;1.59;0
2;supply_node;4132.00;9.50;1961.00;4.52;0
2;supply_node;4268.00;9.50;1955.00;6.00;0
2;supply_node;4018.00;9.50;1947.00;3.76;0
2;supply_node;4237.00;9.50;1945.00;0.41;0
2;supply_node;4086.00;9.88;1931.00;1.89;0
2;supply_node;4230.00;9.60;1915.00;5.93;0
2;bunker;4122.00;11.03;1930.00;5.88;0
2;bunker;4211.00;9.50;1916.00;2.26;0
2;bunker;4066.00;9.50;1926.00;0.11;0
2;bunker;4194.00;9.50;1955.00;1.67;0
2;bunker;4018.00;9.50;1950.00;5.79;0
2;bunker;4004.00;9.50;1935.00;0.71;0
2;bunker;3985.00;9.50;1963.00;4.83;0
2;bunker;4146.00;9.50;1972.00;0.11;0
2;bunker;4059.00;9.50;1956.00;2.78;0
2;bunker;4062.00;9.50;1976.00;5.44;0
2;bunker;4107.00;9.50;1987.00;2.17;0
2;bunker;4026.00;9.50;1982.00;3.38;0
2;bunker;4264.00;9.50;1937.00;1.22;0
2;bunker;4040.00;9.50;1990.00;5.34;0
2;bunker;4093.00;9.50;1990.00;5.45;0
2;bunker;4157.00;9.50;1930.00;3.29;0
2;bunker;4199.00;9.62;1896.00;5.95;0
2;bunker;4233.00;9.50;1943.00;2.33;0
2;bunker;4243.00;9.50;1925.00;3.89;0
2;bunker;4036.00;9.50;1967.00;1.73;0
2;bunker;4093.00;9.50;1972.00;4.40;0
2;bunker;4190.00;9.50;1946.00;0.78;0
2;bunker;4273.00;9.50;1952.00;2.34;0
2;bunker;4126.00;9.50;1970.00;0.18;0
2;bunker;4282.00;9.50;1929.00;2.84;0
2;bunker;4085.00;9.50;1939.00;5.50;0
2;bunker;4123.00;10.20;1886.00;2.24;0
2;bunker;4144.00;10.98;1890.00;3.45;0
2;bunker;4109.00;12.00;1905.00;1.29;0
2;bunker;3950.00;9.50;1955.00;2.85;0
2;bunker;4251.00;9.50;1958.00;5.51;0
2;stronghold_network;4049.00;9.50;1934.00;1.90;0
2;dockyard;4251.00;9.50;1966.00;-2.74;0
2;anti_air_building;4045.00;9.50;1943.00;6.12;0
2;anti_air_building;4258.00;9.70;1913.00;3.96;0
2;anti_air_building;4111.00;9.50;1991.00;1.80;0
2;synthetic_refinery;4271.00;9.50;1925.00;4.46;0
2;fuel_silo;3986.00;9.50;1977.00;6.03;0
2;radar_station;4118.00;9.95;1938.00;3.57;0
2;nuclear_reactor_spawn;4069.00;9.50;1931.00;0.25;0
2;special_project_facility_spawn;4191.00;9.50;1960.00;1.45;0
2;special_project_facility_spawn;4061.00;9.50;1952.00;4.47;0
2;special_project_facility_spawn;4072.00;9.50;1993.00;0.85;0
2;special_project_facility_spawn;4065.00;9.50;1931.00;3.52;0
2;special_project_facility_spawn;4217.00;9.50;1914.00;5.08;0
2;special_project_facility_spawn;4209.00;9.50;1943.00;2.92;0
2;special_project_facility_spawn;4149.00;12.82;1909.00;5.58;0
2;special_project_facility_spawn;4148.00;11.32;1895.00;1.96;0
2;special_project_facility_spawn;4253.00;9.50;1953.00;4.98;0
2;special_project_facility_spawn;4005.00;9.50;1961.00;6.19;0
2;special_project_facility_spawn;4063.00;9.50;1980.00;4.03;0
2;special_project_facility_spawn;4158.00;9.50;1939.00;0.41;0
2;special_project_facility_spawn;4216.00;9.50;1922.00;1.97;0
2;special_project_facility_spawn;4276.00;9.50;1942.00;4.63;0
2;special_project_facility_spawn;3982.00;9.50;1930.00;2.47;0
2;special_project_facility_spawn;4099.00;9.50;1986.00;5.14;0
